!n: Number of areas
n: 10
!I: Set if areas
I: [06001 06002 06003 06004 06005 06006 06007 06008 06009 06010 ]
!p: Number of regions
p: 7
!K: Set of regions
K: [1 2 3 4 5 6 7 ]
!N: Node Neighbor Set
N: [
(06001) [06004 06007 06009]
(06002) [06004 06005 06006 06009 06010]
(06003) [06005 06008 06010]
(06004) [06001 06002 06007 06008 06009 06010]
(06005) [06002 06003 06010]
(06006) [06002 06009]
(06007) [06001 06004 06008]
(06008) [06003 06004 06007 06010]
(06009) [06001 06002 06004 06006]
(06010) [06002 06003 06004 06005 06008]
]
!d(i,j): distance list
d: [
(06001 06001) 0.0
(06001 06002) 0.9486771459654071
(06001 06003) 0.6380285631782447
(06001 06004) 0.7396669936078856
(06001 06005) 0.4977399339732379
(06001 06006) 0.8712938424488282
(06001 06007) 1.2683513153664079
(06001 06008) 0.951874310033513
(06001 06009) 0.3811048875646351
(06001 06010) 1.0449743527540531
(06002 06001) 0.9486771459654071
(06002 06002) 0.0
(06002 06003) 0.7293310616799205
(06002 06004) 1.2588188216022966
(06002 06005) 1.0170496488919956
(06002 06006) 0.84642454131928
(06002 06007) 0.8101405633959982
(06002 06008) 0.8218990761608748
(06002 06009) 0.802845538750013
(06002 06010) 0.41320974380450154
(06003 06001) 0.6380285631782447
(06003 06002) 0.7293310616799205
(06003 06003) 0.0
(06003 06004) 0.6086272323084172
(06003 06005) 0.931791610751097
(06003 06006) 0.38510408050930384
(06003 06007) 1.2528776532192858
(06003 06008) 0.6784529532528916
(06003 06009) 0.8692585040884513
(06003 06010) 0.8590832646262271
(06004 06001) 0.7396669936078856
(06004 06002) 1.2588188216022966
(06004 06003) 0.6086272323084172
(06004 06004) 0.0
(06004 06005) 0.9642888075286409
(06004 06006) 0.7658339597832259
(06004 06007) 1.460887724598411
(06004 06008) 1.0399875233621187
(06004 06009) 0.9187864035936577
(06004 06010) 1.3552246178808849
(06005 06001) 0.4977399339732379
(06005 06002) 1.0170496488919956
(06005 06003) 0.931791610751097
(06005 06004) 0.9642888075286409
(06005 06005) 0.0
(06005 06006) 1.1941850074378288
(06005 06007) 1.2344531112384662
(06005 06008) 1.2659539355145024
(06005 06009) 0.3021279343602923
(06005 06010) 1.1776270651891165
(06006 06001) 0.8712938424488282
(06006 06002) 0.84642454131928
(06006 06003) 0.38510408050930384
(06006 06004) 0.7658339597832259
(06006 06005) 1.1941850074378288
(06006 06006) 0.0
(06006 06007) 1.3974871844672276
(06006 06008) 0.4405938923898328
(06006 06009) 1.1471456446606596
(06006 06010) 0.7899452834282422
(06007 06001) 1.2683513153664079
(06007 06002) 0.8101405633959982
(06007 06003) 1.2528776532192858
(06007 06004) 1.460887724598411
(06007 06005) 1.2344531112384662
(06007 06006) 1.3974871844672276
(06007 06007) 0.0
(06007 06008) 1.305147499464308
(06007 06009) 1.0540328741258334
(06007 06010) 1.0490892002883183
(06008 06001) 0.951874310033513
(06008 06002) 0.8218990761608748
(06008 06003) 0.6784529532528916
(06008 06004) 1.0399875233621187
(06008 06005) 1.2659539355145024
(06008 06006) 0.4405938923898328
(06008 06007) 1.305147499464308
(06008 06008) 0.0
(06008 06009) 1.2266010655276773
(06008 06010) 0.663371179759397
(06009 06001) 0.3811048875646351
(06009 06002) 0.802845538750013
(06009 06003) 0.8692585040884513
(06009 06004) 0.9187864035936577
(06009 06005) 0.3021279343602923
(06009 06006) 1.1471456446606596
(06009 06007) 1.0540328741258334
(06009 06008) 1.2266010655276773
(06009 06009) 0.0
(06009 06010) 1.0458243755420498
(06010 06001) 1.0449743527540531
(06010 06002) 0.41320974380450154
(06010 06003) 0.8590832646262271
(06010 06004) 1.3552246178808849
(06010 06005) 1.1776270651891165
(06010 06006) 0.7899452834282422
(06010 06007) 1.0490892002883183
(06010 06008) 0.663371179759397
(06010 06009) 1.0458243755420498
(06010 06010) 0.0
]
