!n: Number of areas
n: 11
!I: Set if areas
I: [01001 01002 01003 01004 01005 01006 01007 01008 01009 01010 01011 ]
!p: Number of regions
p: 7
!K: Set of regions
K: [1 2 3 4 5 6 7 ]
!N: Node Neighbor Set
N: [
(01001) [01002 01003 01005 01010 01011]
(01002) [01001 01006 01009 01010 01011]
(01003) [01001 01005 01008]
(01004) [01007]
(01005) [01001 01003 01006 01008 01011]
(01006) [01002 01005 01007 01008 01009 01011]
(01007) [01004 01006 01008 01009]
(01008) [01003 01005 01006 01007]
(01009) [01002 01006 01007]
(01010) [01001 01002]
(01011) [01001 01002 01005 01006]
]
!d(i,j): distance list
d: [
(01001 01001) 0.0
(01001 01002) 1.5245607254512796
(01001 01003) 0.3382767236374758
(01001 01004) 0.30741215845467734
(01001 01005) 0.19216252537159925
(01001 01006) 1.0671132573557347
(01001 01007) 0.20615965151310178
(01001 01008) 1.418566618562046
(01001 01009) 0.3304050561925407
(01001 01010) 0.2773738214582143
(01001 01011) 0.3192402748793896
(01002 01001) 1.5245607254512796
(01002 01002) 0.0
(01002 01003) 1.2730804812052712
(01002 01004) 1.3324764711362012
(01002 01005) 1.5453094562384238
(01002 01006) 1.0178074484987867
(01002 01007) 1.380788432434042
(01002 01008) 1.1782065718209496
(01002 01009) 1.6829474607651818
(01002 01010) 1.688500099962372
(01002 01011) 1.7491185170977248
(01003 01001) 0.3382767236374758
(01003 01002) 1.2730804812052712
(01003 01003) 0.0
(01003 01004) 0.22429269153900905
(01003 01005) 0.4301112688029507
(01003 01006) 0.820944042588378
(01003 01007) 0.1824445240863157
(01003 01008) 1.1213360932328942
(01003 01009) 0.5661517389546715
(01003 01010) 0.48566903572666925
(01003 01011) 0.5534418611789935
(01004 01001) 0.30741215845467734
(01004 01002) 1.3324764711362012
(01004 01003) 0.22429269153900905
(01004 01004) 0.0
(01004 01005) 0.3798624581465457
(01004 01006) 0.9400578539411528
(01004 01007) 0.11424723799761095
(01004 01008) 1.1660270696752872
(01004 01009) 0.4377303313321532
(01004 01010) 0.3594949495430866
(01004 01011) 0.46311412678385605
(01005 01001) 0.19216252537159925
(01005 01002) 1.5453094562384238
(01005 01003) 0.4301112688029507
(01005 01004) 0.3798624581465457
(01005 01005) 0.0
(01005 01006) 1.0057074815246323
(01005 01007) 0.2996257927509151
(01005 01008) 1.4040946948828017
(01005 01009) 0.3720807037486737
(01005 01010) 0.3745154887622595
(01005 01011) 0.3631056684564929
(01006 01001) 1.0671132573557347
(01006 01002) 1.0178074484987867
(01006 01003) 0.820944042588378
(01006 01004) 0.9400578539411528
(01006 01005) 1.0057074815246323
(01006 01006) 0.0
(01006 01007) 0.9775929907602067
(01006 01008) 0.7698121040745158
(01006 01009) 1.3777881852733058
(01006 01010) 1.2870193742402836
(01006 01011) 1.3440913686922575
(01007 01001) 0.20615965151310178
(01007 01002) 1.380788432434042
(01007 01003) 0.1824445240863157
(01007 01004) 0.11424723799761095
(01007 01005) 0.2996257927509151
(01007 01006) 0.9775929907602067
(01007 01007) 0.0
(01007 01008) 1.2451566429064753
(01007 01009) 0.4016749021546085
(01007 01010) 0.3255285923185732
(01007 01011) 0.416542334072979
(01008 01001) 1.418566618562046
(01008 01002) 1.1782065718209496
(01008 01003) 1.1213360932328942
(01008 01004) 1.1660270696752872
(01008 01005) 1.4040946948828017
(01008 01006) 0.7698121040745158
(01008 01007) 1.2451566429064753
(01008 01008) 0.0
(01008 01009) 1.5618936732902904
(01008 01010) 1.4925493100953096
(01008 01011) 1.5275655941961783
(01009 01001) 0.3304050561925407
(01009 01002) 1.6829474607651818
(01009 01003) 0.5661517389546715
(01009 01004) 0.4377303313321532
(01009 01005) 0.3720807037486737
(01009 01006) 1.3777881852733058
(01009 01007) 0.4016749021546085
(01009 01008) 1.5618936732902904
(01009 01009) 0.0
(01009 01010) 0.2728656425441295
(01009 01011) 0.14206547717945228
(01010 01001) 0.2773738214582143
(01010 01002) 1.688500099962372
(01010 01003) 0.48566903572666925
(01010 01004) 0.3594949495430866
(01010 01005) 0.3745154887622595
(01010 01006) 1.2870193742402836
(01010 01007) 0.3255285923185732
(01010 01008) 1.4925493100953096
(01010 01009) 0.2728656425441295
(01010 01010) 0.0
(01010 01011) 0.3049365141805228
(01011 01001) 0.3192402748793896
(01011 01002) 1.7491185170977248
(01011 01003) 0.5534418611789935
(01011 01004) 0.46311412678385605
(01011 01005) 0.3631056684564929
(01011 01006) 1.3440913686922575
(01011 01007) 0.416542334072979
(01011 01008) 1.5275655941961783
(01011 01009) 0.14206547717945228
(01011 01010) 0.3049365141805228
(01011 01011) 0.0
]
